,CV Folds,Comparison,Scaler,Scoring Metric,k:1,k:10,k:11,k:12,k:13,k:14,k:15,k:16,k:17,k:18,k:19,k:2,k:3,k:4,k:5,k:6,k:7,k:8,k:9
55,5,CSVs/AvC.csv,MinMaxScaler,accuracy,0.968682380722832,0.9694545755621686,0.9704812040470768,0.969967396074989,0.9702241363306403,0.96996772607423,0.9699683843804083,0.9694545764083203,0.9681702202084935,0.9668878397733531,0.9676564122364057,0.9650903347537685,0.9715051984611204,0.9674009902854147,0.9712501065093704,0.9709946854045313,0.9702228188721321,0.9694535872567492,0.9709930362544782
56,5,CSVs/AvC.csv,StandardScaler,accuracy,0.9686830407213141,0.959701438686691,0.9622681761678102,0.958931220458193,0.9622685036285954,0.9594433809725315,0.9612412159913571,0.9581606705381501,0.960470996916707,0.9586744793563897,0.9607280663254475,0.9632938197319069,0.9730453074573313,0.9622694936263185,0.9663750201066845,0.9617556848080788,0.9650913222130357,0.961497628786223,0.9632941455003884
57,5,CSVs/AvC.csv,MaxAbsScaler,accuracy,0.9681685710584403,0.9679164448690999,0.9702238071775511,0.9676603646119307,0.9676577280026102,0.9668894863849505,0.9671455674882716,0.9668894863849505,0.9674023068977711,0.9661192681564525,0.9668884980795311,0.9648335953442692,0.9715058584596026,0.966373374341239,0.9702228197182838,0.9674003319792364,0.9686833690282513,0.9674026360508602,0.9697116449709089
58,5,CSVs/AvC.csv,RobustScaler,accuracy,0.9679118316489411,0.9589295730004437,0.9625229381203193,0.958930561305863,0.9617530490449102,0.9581613305366321,0.9609844765818577,0.956365141283252,0.959445026737977,0.9561093893330199,0.9573927580735795,0.9602126168186738,0.9679115050343077,0.9594437118179243,0.9671416159588986,0.9614963104815628,0.9638063077070307,0.9597001229204866,0.9620088009951424
59,5,CSVs/AvC.csv,None,accuracy,0.9507073161424037,0.9350557660640458,0.9345419572458061,0.9335159862209241,0.9330011899434169,0.9347990241160907,0.9360804153996598,0.9337727247842714,0.9340288058875925,0.9327460979916669,0.9337723973234862,0.9435235542035176,0.9486580174711753,0.9427553142781617,0.9445515035315418,0.937368069899593,0.9345416297850206,0.9319762106085617,0.9378802287216278
60,5,CSVs/AvC.csv,MinMaxScaler,precision,0.9773335900078284,0.9802693365953491,0.9782018359366151,0.9794892251466827,0.9778546367081662,0.9790355316363865,0.9773638301451039,0.9785708683174731,0.9757249118598652,0.9769128926702546,0.9757729069668313,0.984286872319567,0.979889351887332,0.9835753725845677,0.9781754837473556,0.9823525073707294,0.976078984506362,0.978603624623363,0.9782198399783759
61,5,CSVs/AvC.csv,StandardScaler,precision,0.978207138113904,0.978731812198018,0.9775152421201678,0.9783011030368127,0.9779840837244244,0.9787656307699942,0.9774991499268871,0.9787652608411618,0.977927725907144,0.9787819132704249,0.9784341747156333,0.9866386069073908,0.9803848977938643,0.9821805619085936,0.9772402085636254,0.9791590490852613,0.9771570887980492,0.978783167070193,0.9766752428670081
62,5,CSVs/AvC.csv,MaxAbsScaler,precision,0.9776937509019398,0.9785231974593053,0.9777926980978832,0.9797827690706278,0.9764798572722702,0.9785674001706065,0.9752102280756825,0.9764247366323827,0.9760491676378645,0.9764487908232011,0.9752419114331445,0.9847857517032894,0.9786788651714025,0.9818450165767224,0.9773571695056009,0.9793442923622833,0.9760646905285268,0.9780747555994515,0.97733926418435
63,5,CSVs/AvC.csv,RobustScaler,precision,0.977700390756419,0.9796622070182129,0.9789003092354177,0.9787981546873452,0.9775946942337633,0.9778872903328807,0.9771051237148853,0.9773515493722901,0.9770541718411483,0.9773402639829628,0.9765683944352567,0.9846848792533709,0.9785156679069724,0.9812936843115987,0.9777537687757996,0.9809122180380738,0.9776190851772721,0.9813160911328277,0.9788825912072993
64,5,CSVs/AvC.csv,None,precision,0.9631285172435249,0.9555602330951991,0.9484466333475499,0.9543122056550841,0.9467144256449498,0.957297069543279,0.955722679295309,0.956388881027707,0.9549697972054592,0.9572675371088553,0.9549875099369354,0.9747045063875994,0.9602275118496383,0.9728457709959344,0.96308992588569,0.9669182395148062,0.9497537866605421,0.9579095608209516,0.9546053939388989
65,5,CSVs/AvC.csv,MinMaxScaler,recall,0.9695254333617506,0.9677863029269679,0.9717050298380222,0.9695282750781471,0.971705977076821,0.9699640049256416,0.97170692431562,0.9695282750781471,0.9703987875343374,0.9669176849483755,0.9695273278393483,0.9560234915222127,0.9716993464052287,0.9608155726058539,0.9730065359477124,0.9682182438192667,0.973442265795207,0.9695263806005494,0.9725736478166146
66,5,CSVs/AvC.csv,StandardScaler,recall,0.9686530264279625,0.9525461778914466,0.9582059297148812,0.9516747181964573,0.9577739888225821,0.952109500805153,0.9564667992800985,0.9499355877616746,0.954725774367718,0.9508070474566639,0.9547267216065171,0.950794733352278,0.9738761011651038,0.9534176375864355,0.9656076536894951,0.9555934451075118,0.9634290044520224,0.955590603391115,0.9608165198446528
67,5,CSVs/AvC.csv,MaxAbsScaler,recall,0.9682182438192669,0.9669186321871743,0.9717031353604243,0.965177607274794,0.9686587098607559,0.9651785545135929,0.9690953869470494,0.9673553092734679,0.9686606043383538,0.9660490669697829,0.9686606043383538,0.9551520318272237,0.9730074831865114,0.9608136781282562,0.9721350762527233,0.9651700293644028,0.9708326229042342,0.9664829023396798,0.9712702472293266
